Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип,Twitter,Telegram 1,Telegram 2,Telegram 3,Тип;;;;;;;;;;;;;;;;;;;,E-mail,Тип;;;;;;;;;;;;;;;;;;,Viber 1,Viber 2,Тип;;;;;;;;;;;;;;;;;,Тип;;;;;;;;;;;;;;;;;;;;;;;
Малика,мини-маркет,Супермаркеты,"улица Кажымукана, 89",,50059.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.1,28.0,87775944945,87089641628,,,,,,,,https://instagram.com/malikamagasin,,,https://wa.me/77775944945,https://wa.me/77089641628,,,,,,43.223103,76.951418,https://2gis.com/firm/70000001032780533,branch,,,,,,,,,,,
Малика,продовольственный магазин,Продуктовые магазины,"улица Уалиханова, 22",1 этаж,50016.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 08:30-23:00; Вс: 08:30-23:00,+05:00,2.5,10.0,87478415751,,,,,,,,,,,,https://wa.me/77478415751,,,,,,,43.267578,76.950531,https://2gis.com/firm/9429940000930366,branch,,,,,,,,,,,
Малика,продуктовый магазин,Продуктовые магазины,"улица Кунаева, 58",,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,5.0,4.0,87014547770,,,,,,,,,,,,,,,,,,,43.263123,76.949361,https://2gis.com/firm/70000001092015797,branch,,,,,,,,,,,
Малика,продуктовый магазин,Продуктовые магазины,"улица Нурлыбаева, 25/1",,50040.0,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:00-20:00; Вт: 07:00-20:00; Ср: 07:00-20:00; Чт: 07:00-20:00; Пт: 07:00-20:00; Сб: 07:00-20:00,+05:00,3.1,5.0,,,,,,,,,,,,,,,,,,,,43.212708,76.95172,https://2gis.com/firm/70000001032478461,branch,,,,,,,,,,,
Малика,продуктовый магазин,Продуктовые магазины,"улица Сарбайская, 117",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,5.0,1.0,87477086847,,,,,,,,,,,,https://wa.me/77477086847,,,,,,,43.287881,76.982616,https://2gis.com/firm/9429940000999808,branch,,,,,,,,,,,
Малика,продуктовый магазин,Продуктовые магазины,"улица Есенберлина, 117",1 этаж,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,5.0,6.0,,,,,,,,,,,,,,,,,,,,43.268257,76.972467,https://2gis.com/firm/9429940000991161,branch,,,,,,,,,,,
Мансур-Али,продуктовый магазин,Продуктовые магазины,"улица Омаровой, 76/1",,50020.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,1.4,14.0,,,,,,,,,,,,,,,,,,,,43.223678,76.974168,https://2gis.com/firm/70000001033537372,branch,,,,,,,,,,,
Марьям,продуктовый магазин,Продуктовые магазины,"улица Бестужева, 25/1",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00,+05:00,5.0,2.0,,,,,,,,,,,,,,,,,,,,43.278487,76.97307,https://2gis.com/firm/70000001035850060,branch,,,,,,,,,,,
Мастер Маркет,магазин,Стройматериалы; Лаки / Краски,"улица Каипова, 2/1",,50032.0,Алатау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-19:30; Вт: 09:00-19:30; Ср: 09:00-19:30; Чт: 09:00-19:30; Пт: 09:00-19:30; Сб: 09:00-19:30; Вс: 09:00-14:00,+05:00,3.7,2.0,87273865560,87051480870,,,,,,,,,,,https://wa.me/77051480870,,,,,,,43.355548,77.14228,https://2gis.com/firm/70000001046070032,branch,,,,,,,,,,,
Машук,продуктовый магазин,Продуктовые магазины,"микрорайон Самал-1, 10",1 этаж,50051.0,Самал-1 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.1,39.0,87272629456,,,,,,,,,,,,,,,,,,,43.235649,76.956792,https://2gis.com/firm/9429940000962896,branch,,,,,,,,,,,
Мегдат,магазин,Продуктовые магазины; Разливное пиво,"улица Бурабай, 59",,50064.0,Думан м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.1,4.0,,,,,,,,,,,,,,,,,,,,43.281949,77.004952,https://2gis.com/firm/9429940000953920,branch,,,,,,,,,,,
Медеу,продуктовый магазин,Продуктовые магазины,"улица Байконурская, 1",,,Тау-Самал м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:30-22:30; Вт: 07:30-22:30; Ср: 07:30-22:30; Чт: 07:30-22:30; Пт: 07:30-22:30; Сб: 07:30-22:30; Вс: 07:30-22:30,+05:00,3.0,12.0,87272540996,,,,,,,,,,,,,,,,,,,43.191337,76.967654,https://2gis.com/firm/70000001007555268,branch,,,,,,,,,,,
Медеу Маркет,продуктовый магазин ,Продуктовые магазины,"Сапаргали Бегалина улица, 7",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,3.4,4.0,87087615826,,,,,,,,,,,,,,,,,,,43.255955,76.964521,https://2gis.com/firm/70000001090574422,branch,,,,,,,,,,,
Меркур,продуктовый магазин,Продуктовые магазины,"Думан-2 микрорайон, 29",,50064.0,Думан-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,,,87477695099,,,,,,,,,,,,https://wa.me/77477695099,,,,,,,43.285728,77.003845,https://2gis.com/firm/70000001094338772,branch,,,,,,,,,,,
Меруерт,продуктовый магазин,Продуктовые магазины,"улица Мухамеджанова, 16",,50016.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,8.0,87081155090,87082924896,,,,,,,,,,,https://wa.me/77082924896,https://wa.me/77081155090,https://wa.me/77023340063,,,,,43.269582,76.955263,https://2gis.com/firm/70000001053717670,branch,,,,,,,,,,,
Мини-маркет,,Супермаркеты,"улица Гоголя, 2",1 этаж,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,5.0,1.0,87471443028,,,,,,,,,,,,,,,,,,,43.26092,76.964532,https://2gis.com/firm/70000001094315700,branch,,,,,,,,,,,
Мини-маркет,,Супермаркеты,"улица Бекхожина, 1",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 10:00-22:00,+05:00,3.8,22.0,87471611360,,,,,,,,,,,,https://wa.me/77471611360,,,,,,,43.246594,76.960083,https://2gis.com/firm/70000001055691276,branch,,,,,,,,,,,
Мини-маркет,,Супермаркеты,"Луганского улица, 1/1",цокольный этаж,50051.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.6,10.0,,,,,,,,,,,,,https://wa.me/77017179009,,,,,,,43.240857,76.959413,https://2gis.com/firm/70000001030532890,branch,,,,,,,,,,,
Мини-маркет,,Продуктовые магазины; Бытовая химия; Канцтовары,"улица Полетаева, 75",1 этаж,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.6,4.0,,,,,,,,,,,,,,,,,,,,43.287689,76.977013,https://2gis.com/firm/70000001021207731,branch,,,,,,,,,,,
Мир магии,магазин,Эзотерические товары,"улица Уалиханова, 48",1 этаж,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.5,17.0,87070142999,,,,,,,,,https://instagram.com/tarolog.roza.ogly,,,https://wa.me/77070142999,,,,,,,43.263687,76.951855,https://2gis.com/firm/70000001065326758,branch,,,,,,,,,,,
Мир нижнего белья ,магазин,Нижнее бельё; Товары для беременных / Товары для кормящих мам; Домашний текстиль; Носки / Колготки,"проспект Жибек Жолы, 53",215 бутик; 3 ряд; старый павильон,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-18:00; Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,9.0,87074818142,,,,,,,,,https://instagram.com/mir_nizhnego.belya,,,https://wa.me/77074818142,,,,,,,43.263014,76.954889,https://2gis.com/firm/70000001091486494,branch,,,,,,,,,,,
Мир Ножей,магазин,Ножи; Заточка режущих инструментов; Товары для охоты; Товары для туризма и отдыха,"проспект Жибек Жолы, 53",15 бутик,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,5.0,1.0,87754000333,,,,,,,,,https://instagram.com/mir_nozhey.kz,,,https://wa.me/77754000333,,,,,,,43.2633,76.954046,https://2gis.com/firm/70000001092743117,branch,,,,,,,,,,,
Мир сухофруктов,магазин,Орехи / Семечки / Сухофрукты,"проспект Жибек Жолы, 53",3 ряд; 1 этаж; справа от входа,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 10:00-18:00; Ср: 10:00-18:00; Чт: 10:00-18:00; Пт: 10:00-18:00; Сб: 10:00-18:00; Вс: 10:00-18:00,+05:00,5.0,2.0,,,,,,,,,,,,,,,,,,,,43.264421,76.954757,https://2gis.com/firm/70000001059782356,branch,,,,,,,,,,,
Мирас,продовольственный магазин,Продуктовые магазины,"проспект Назарбаева, 46",1 этаж,50004.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 09:00-03:00; Вт: 09:00-03:00; Ср: 09:00-03:00; Чт: 09:00-03:00; Пт: 09:00-03:00; Сб: 10:00-03:00; Вс: 10:00-03:00,+05:00,3.2,27.0,,,,,,,,,,,,,,,,,,,,43.263359,76.945827,https://2gis.com/firm/70000001033481825,branch,,,,,,,,,,,
"Мирас, магазин",,Продуктовые магазины,"улица Кабанбай батыра, 16",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.4,7.0,87711627632,,,,,,,,,,,,https://wa.me/77711627632,,,,,,,43.251072,76.965606,https://2gis.com/firm/70000001082697329,branch,,,,,,,,,,,
Моника,супермаркет,Супермаркеты; Доставка продуктов,"проспект Достык, 138 блок 1","цокольный, 1 этаж",50051.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,115.0,,,,,,,,,,https://instagram.com/monika_supermarket,,,,,,,,,,43.235533,76.959446,https://2gis.com/firm/70000001065543308,branch,,,,,,,,,,,
Морские Деликатесы,магазин,Рыба / Морепродукты; Снеки; Консервы,"проспект Жибек Жолы, 53",55 бутик; 1 этаж; слева от входа,50002.0,,Медеуский район,Алматы,,Алматы,Казахстан,Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00; Сб: 09:00-17:00; Вс: 09:00-17:00,+05:00,4.9,48.0,87758882827,87072701240,,,,,,,,https://instagram.com/morskiedelikatesy1,,,https://wa.me/77758882827,,,,,,,43.264421,76.954757,https://2gis.com/firm/70000001035883578,branch,,,,,,,,,,,
Мухтар,продовольственный магазин,Продуктовые магазины,"улица Татибекова, 92",,50019.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 07:00-22:00; Вт: 07:00-22:00; Ср: 07:00-22:00; Чт: 07:00-22:00; Пт: 07:00-22:00; Сб: 07:00-22:00; Вс: 07:00-22:00,+05:00,2.0,4.0,87471184609,,,,,,,,,,,,,,,,,,,43.286213,76.974089,https://2gis.com/firm/9429940000997679,branch,,,,,,,,,,,
Мухтар,продуктовый магазин,Продуктовые магазины,"улица Полевая, 2",1 этаж,50007.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,4.1,10.0,87076061060,,,,,,,,,,,,https://wa.me/77076061060,,,,,,,43.273351,76.979179,https://2gis.com/firm/9429940000991779,branch,,,,,,,,,,,
Мясная лавка,магазин,Мясо / Полуфабрикаты; Колбасные изделия,"Сапаргали Бегалина улица, 30",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00,+05:00,4.0,3.0,87075105264,,,,,,,,,https://instagram.com/begalina.halal.et,,,https://wa.me/77075105264,,,,,,,43.255777,76.965618,https://2gis.com/firm/70000001054859343,branch,,,,,,,,,,,
На Калинина,мини-маркет,Супермаркеты,"улица Кабанбай батыра, 14/1",,50010.0,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.9,3.0,87076689782,,,,,,,,,,,,https://wa.me/77076689782,,,,,,,43.250997,76.966373,https://2gis.com/firm/70000001075447892,branch,,,,,,,,,,,
Пархат,продовольственный магазин,Продуктовые магазины,"улица Искендерова, 29",,50059.0,Горный гигант м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:45; Вт: 08:00-23:45; Ср: 08:00-23:45; Чт: 08:00-23:45; Пт: 08:00-23:45; Сб: 08:00-23:45; Вс: 08:00-23:45,+05:00,2.1,33.0,87272623827,,,,,,,,,,,,,,,,,,,43.21721,76.951926,https://2gis.com/firm/9429940001240106,branch,,,,,,,,,,,
Плюс,магазин,Продуктовые магазины; Хозтовары,"СТ Мичуринец, 247а",,50032.0,Алатау м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,5.0,1.0,87759609131,,,,,,,,,,,,,,,,,,,43.356297,77.152727,https://2gis.com/firm/70000001093557981,branch,,,,,,,,,,,
Подиум Baby & Junior,магазин,Детская одежда; Товары для новорождённых; Игрушки; Детская обувь,"микрорайон Самал-2, 111",3 этаж,50051.0,Самал-2 м-н,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,1.5,2.0,87272250444,,,,,,,,,https://instagram.com/podiumbabyjunior,,,,,,,,,,43.233067,76.956631,https://2gis.com/firm/9429940001707502,branch,,,,,,,,,,,
Подружка,магазин,Косметика / Парфюмерия; Бижутерия; Сумки / Кожгалантерея; Носки / Колготки; Бытовая химия,"Кульджинский тракт, 106",,,,Медеуский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,3.3,34.0,87089578920,,,,,,,,,https://instagram.com/podrygkashop,https://facebook.com/podrygkashop,https://vk.com/podrygkashop,,,,,,,,43.314006,77.022954,https://2gis.com/firm/70000001081239292,branch,,https://t.me/podrygka_ru,,,,,,,,,
