Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
Копейка,продуктовый магазин,Продуктовые магазины,"улица Каныша Сатпаева, 29а",1 этаж,050008,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:30-24:00; Вт: 07:30-24:00; Ср: 07:30-24:00; Чт: 07:30-24:00; Пт: 07:30-24:00; Сб: 07:30-24:00; Вс: 07:30-24:00,+05:00,3.1,56,,,,,,,,,,,,,,,,,,,43.237278,76.912291,https://2gis.com/firm/9429940000797084,branch
Корзинка,мини-маркет,Супермаркеты,"улица Тимирязева, 32Б",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-23:00,+05:00,2.0,73,87272605905,,,,,,,,,,,,,,,,,,43.228516,76.931126,https://2gis.com/firm/70000001022250731,branch
Корзинка,продуктовый магазин,Продуктовые магазины; Бытовая химия,"Е. Брусиловского улица, 191а",,050005,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,,,87754600007,,,,,,,,,,,,,,,,,,43.240788,76.877856,https://2gis.com/firm/70000001036723236,branch
Корзинка Food,магазин,Продуктовые магазины,"микрорайон Орбита 2, 28а",1 этаж,050043,Орбита-2 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.6,20,,,,,,,,,,,,,,,,,,,43.196435,76.881797,https://2gis.com/firm/70000001059639151,branch
Ксюша ,продуктовый магазин,Продуктовые магазины,"улица Аносова, 151",,050009,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,2,,,,,,,,,,,,,,,,,,,43.24316,76.886065,https://2gis.com/firm/9429940001081865,branch
Куаныш,продовольственный магазин,Продуктовые магазины,"проспект Абая, 150/230 блок 4",1 этаж,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,4.0,31,,,,,,,,,,,,,,,,,,,43.236673,76.883559,https://2gis.com/firm/9429940001076772,branch
Куаныш,продуктовый магазин,Продуктовые магазины,"микрорайон Орбита 2, 13",1 этаж,050043,Орбита-2 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,3.0,2,,,,,,,,,,,,,,,,,,,43.195871,76.886841,https://2gis.com/firm/9429940000919210,branch
Куат,продуктовый магазин,Продуктовые магазины,"улица Торайгырова, 25 к2",1 этаж,050043,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,3.6,9,87076354208,,,,,,,,,,https://wa.me/77076354208,,,,,,,,43.202008,76.872764,https://2gis.com/firm/9429940000797220,branch
Кулинария на Шевченко ,,Супермаркеты,"улица Шевченко, 99",1 этаж,050012,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,112,87273132212,87787473377,,,,,,https://instagram.com/kylinariia_na_shevchenko,,,https://wa.me/77787473377,,,,,,,,43.245251,76.927683,https://2gis.com/firm/9429940000797244,branch
Кунгей,продовольственный магазин,Продуктовые магазины,"улица Розыбакиева, 125/5",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-03:00; Сб: 08:00-03:00; Вс: 08:00-03:00,+05:00,3.1,29,,,,,,,,,,,,,,,,,,,43.225047,76.891007,https://2gis.com/firm/9429940000797262,branch
Курал,продуктовый магазин,Продуктовые магазины,"8-й микрорайон, 30",1 этаж,050006,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,3.6,8,,,,,,,,,,,,,,,,,,,43.22537,76.871713,https://2gis.com/firm/9429940000797268,branch
Куриное изобилие,магазин,Мясо птицы / Полуфабрикаты,"улица Байкадамова, 15/1Б",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,3,87004544541,87073687992,87016397620,,,,,,,,https://wa.me/77004544541,https://wa.me/77073687992,,,,,,,43.213903,76.891364,https://2gis.com/firm/70000001045378876,branch
Курочка Ряба,продовольственный магазин,Продуктовые магазины; Разливное пиво,"улица Масанчи, 98",1 этаж,050022,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-03:00; Вт: 08:00-03:00; Ср: 08:00-03:00; Чт: 08:00-03:00; Пт: 08:00-03:00; Сб: 08:00-03:00; Вс: 08:00-03:00,+05:00,3.3,33,87011889815,,,,,,,,,,https://wa.me/77011889815,,,,,,,,43.240243,76.931174,https://2gis.com/firm/9429940001166171,branch
Кус Вкус,магазин,Мясо птицы / Полуфабрикаты; Колбасные изделия,"улица Тимирязева, 85",,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,3.3,5,87011550022,87475369192,,,,,,,,,,,,,,,,,43.225845,76.902508,https://2gis.com/firm/70000001088459248,branch
Кэш Market,мини-маркет,Продуктовые магазины,"улица Егизбаева, 7/10",1 этаж,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,4.4,3,87777426777,,,,,,,,,,https://wa.me/77777426777,,,,,,,,43.230529,76.885848,https://2gis.com/firm/70000001065033880,branch
Қаламқас,продовольственный магазин,Продуктовые магазины,"улица Байсеитовой, 36",1 этаж,050026,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.5,26,87781079685,87476472911,,,,,,,,,https://wa.me/77781079685,https://wa.me/77476472911,,,,,,,43.243901,76.94495,https://2gis.com/firm/9429940000899582,branch
Лавка чудес,магазин,Сувениры; Канцтовары; Подарочная упаковка; Товары для праздников,"микрорайон Орбита 1, 21",1 этаж,050043,Орбита-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-20:00,+05:00,3.9,8,87016444445,,,,,,,,,,https://wa.me/77016444445,,,,,,,,43.200527,76.880455,https://2gis.com/firm/9429940000818763,branch
Лайм ,мини-маркет,Супермаркеты,"улица Талды, 63 блок 1",,,Ерменсай м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,4.6,19,,,,,,,,,,,,,,,,,,,43.178939,76.923156,https://2gis.com/firm/70000001081653314,branch
Ламэд,магазин,Электроинструмент; Сварочное оборудование; Клининговое оборудование; Садовый инвентарь; Стройматериалы,"улица Тажибаевой, 155/1",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 09:00-16:00,+05:00,4.1,98,87273556400 (единый номер: пн-пт 10:00-18:00; сб 10:00-16:00),87003556400 (единый номер: пн-пт 10:00-18:00; сб 10:00-16:00),,,http://www.lamed.kz,,,https://instagram.com/lamedkz,https://facebook.com/lamedkz,https://vk.com/lamedkz,,,,,,,,,43.21275,76.890714,https://2gis.com/firm/9429940000797343,branch
Ламэд,сервисный центр,Электроинструмент; Абразивный инструмент; Сварочное оборудование; Клининговое оборудование; Ремонт электроинструмента,"улица Березовского, 3а",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-18:00; Вт: 08:00-18:00; Ср: 08:00-18:00; Чт: 08:00-18:00; Пт: 08:00-18:00; Сб: 09:00-16:00,+05:00,2.9,31,87272446446,87017610302,,,http://www.lamed.kz,,,https://instagram.com/lamedkz,https://facebook.com/lamedkz,https://vk.com/lamedkz,,,,,,,,,43.212463,76.896493,https://2gis.com/firm/9429940000926061,branch
Ланч,продуктовый магазин,Продуктовые магазины,"микрорайон Таугуль, 35",1 этаж,050042,Таугуль м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+05:00,3.8,27,87078819438,,,,,,,,,,https://wa.me/77078819438,,,,,,,,43.209761,76.873343,https://2gis.com/firm/9429940000902477,branch
Леди XXL,магазин,Женская одежда,"улица Тимирязева, 99",2 офис; 1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00,+05:00,,,87073227088,,,,,,,https://instagram.com/ledi_xxl,,,https://wa.me/77073227088,,,,,,,,43.225552,76.896688,https://2gis.com/firm/9429940001373635,branch
Лейла,мини-маркет,Супермаркеты,"8-й микрорайон, 15а",,050006,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,1.6,115,,,,,,,,,,,,,,,,,,,43.230688,76.86972,https://2gis.com/firm/9429940000973980,branch
Лиана,продуктовый магазин,Продуктовые магазины; Бытовая химия,"Жандарбекова улица, 241а",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.0,14,87086058165,87021349009,,,,,,,,,https://wa.me/77086058165,https://wa.me/77021349009,,,,,,,43.22424,76.899737,https://2gis.com/firm/9429940001692806,branch
Лик,продовольственный магазин,Продуктовые магазины,"улица Жарокова, 156а",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,2.9,12,,,,,,,,,,,,,,,,,,,43.233632,76.900749,https://2gis.com/firm/9429940000797417,branch
Лимон,мини-маркет,Супермаркеты,"улица Егизбаева, 7/21",211 офис; 1 этаж,050071,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.8,35,87078618521,87715744558,,,,,,,,,https://wa.me/77078618521,https://wa.me/77715744558,,,,,,,43.229502,76.883598,https://2gis.com/firm/70000001055459412,branch
Лимон,продуктовый магазин,Продуктовые магазины,"улица Басенова, 10 к3",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-24:00; Сб: 09:00-23:30; Вс: 08:00-23:30,+05:00,3.9,24,87019291009,,,,,,,,,,https://wa.me/77019291009,,,,,,,,43.221733,76.895549,https://2gis.com/firm/70000001063398154,branch
Линзочки,магазин,Контактные линзы; Оптика; Солнцезащитные очки,"улица Ауэзова, 129",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00,+05:00,4.5,13,87273296095,87003296095,,,http://linzochki.kz,,,https://instagram.com/linzochki.almaty,https://facebook.com/linzochki.kz,,https://wa.me/77003296095,,,,,,,,43.236618,76.903945,https://2gis.com/firm/70000001023542244,branch
Лотте Рахат,магазин №8,Кондитерские изделия,"улица Тимирязева, 85",1 этаж,050057,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,3.8,44,87272747312,87272584710 (доп.591),,,http://www.rakhat.kz,,,https://instagram.com/lotte.rakhat,,,,,,,,,,,43.225842,76.902464,https://2gis.com/firm/70000001032114244,branch
Луч,продовольственный магазин,Продуктовые магазины,"улица Жандосова, 27а",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,1.4,4,87783578255,,,,,,,,,,,,,,,,,,43.229404,76.893321,https://2gis.com/firm/9429940001365716,branch
Львёнок ди,продуктовый магазин,Продуктовые магазины,"улица Сулейменова, 23",1 этаж,050042,Таугуль-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,2.9,11,,,,,,,,,,,,,,,,,,,43.211778,76.877504,https://2gis.com/firm/9429940000933838,branch
Любимчик,мини-маркет,Супермаркеты,"улица Байсеитовой, 38",,050021,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:30-22:30; Вт: 07:30-22:30; Ср: 07:30-22:30; Чт: 07:30-22:30; Пт: 07:30-22:30; Сб: 08:30-22:30; Вс: 08:30-22:30,+05:00,2.0,72,,,,,,,,,,,,,,,,,,,43.241687,76.945242,https://2gis.com/firm/9429940000949033,branch
